author.unique	publication.title	n
NA	A message from both Houses of Parliament, sent to the Kings most excellent Majesty at Yorke, March 28. 1642	1
NA	A message from both houses of Parliament, sent to the King and Queenes Majesties, touching certain letters lately intercepted, and (as it may be conjectured,) sent from the Lord Digby, to the Queens Majestie	1
NA	A message from both houses of Parliament	1
NA	A message from both honses [sic] of Parliament, sent to the King and Queenes Majesties, touching certain letters lately intercepted, and (as it may be conjectured) sent from the Lord Digby, to the Queenes Majesty	1
NA	A message from a committee of both Hovses of Parliament, to the Spanish ambassador, to make stay of ships at Dunkerk, intended for the supply of the rebels in Ireland. Feb. 18. 1641	1
NA	A Memento for yeomen, merchants, citizens, and all the commons in England	1
NA	A magazine of scandall· Or, a heape of wickednesse of two infamous ministers	1
NA	All the proceedings of His Excellency the Earl of Essex, from the 1. of October to the 14	1
NA	All the memorable & wonder-strikinge, Parlamentary mercies effected & afforded unto this our English nation, within this space of lesse then 2 yeares past a°. 1641. & 1642	1
NA	A little true forraine nevves	1
NA	A list of the old and new regiments of horse and foot	1
NA	A letter written upon occasion from the Low-countries	1
NA	A letter sent to the honourable George Lord Digby in Flushing, from a worthy gentleman in Windsor, January the 24. 1641	1
NA	A letter sent to Mr. Speaker, from the commissioners in the county of Essex, concerning the militia	1
NA	A letter sent out of Holland from Hans Hue-& Cry, van Hang-&-draw, the executioner	1
NA	A letter sent from the Maior, burgesses and other inhabitants of the towne of Hull, to the Right VVorshipfull the High Sheriffe, and the rest of the gentrey and freeholders in the county of Yore [sic	1
NA	A letter sent from the Lords of the Councell in Ireland, to the high court of Parliament here in England assembled	1
NA	A letter sent from the inhabitants of Hvll to the right worshipfull the high Sheriffe, and the rest of the gentry in the county of Yorke	1
NA	A Letter sent from the inhabitants of Hull to the right worshipfull, the High Sheriffe and the rest of the gentry in the county of Yorke now attending His Sacred Maiesties pleasure	1
NA	A letter sent from the inhabitants of Hull to the right worshipfull the high sheriffe, and the rest of the gentry in the county of Yorke, now attending His sacred Maiesties pleasure	1
NA	A letter sent from the inhabitants of Hull to the right worshipfull the high sheriffe	1
NA	A letter sent from the inhabitants of Hull	1
NA	A letter sent from both Houses of Parliament, to his Excellence, the Earle of Essex, Lord generall of the army for the King and Parliament	1
NA	A Letter sent from a private gentleman to a friend in London, in justification of his owne adhereing to His Majestie in these times of distraction	1
NA	A letter sent from a gentleman of Beverley	1
NA	A letter sent from a countrey gentleman to a friend, a member of the House of Commons	1
NA	A letter sent by order of both Houses of Parliament	1
NA	A letter from the Speaker of the House of Commons	1
NA	A letter from a scholler in Oxford-shire to his vnkle a merchant in Broadstreet	1
NA	A learned speech spoken to His Excellency the Earl of Essex, upon his departure from Northampton to Worcester, concerning the present expedition. By that learned and religious divine, and minister of Gods word, M. Thomas Springham. Also a true relation of the present proceedings of his Excellency and his army in their march from Northampton to Worcester, to meet with the Kings Majesty	1
NA	A joyful message sent from the Kings Most Excellent Majesty, to Sir John Hotham	1
NA	A joyfull message sent from the House of Commons to Robert Earle of Warvvicke, admirall of His Majesties navie royall	1
NA	A joyfull message sent from both houses of Parliament to Portsmouth	1
NA	A iournall of the most memorable passages in Ireland	1
NA	A happy victory obtained by the trained band of Oxford	1
NA	A happy discovery of the strange and fearefull plots layde by our cavaleirs for invading of Hul, and surprizing Sr. Iohn Hotham	1
NA	A great robbery in the north, neer Swanton in Yorkshire	1
NA	A great discovery of the Queens preparation in Holland, to assist the King in England	1
NA	A great conspiracy of the papists, against the worthy members of both Houses of Parliament	1
NA	A grand diurnall of the passages in Parliament	1
NA	A glorious victory obtained by the Scots against the rebels in Ireland	1
NA	A glorious and happy victory obtained by the volluntiers of Buckingham, Bedford, Hartford, Cambridge, Huntington, and Northamptonshire, being almost seven thousand able souldiers	1
NA	A geographicall description of the kingdom of Ireland	1
NA	A generall advertisement for the better observing and keeping of our monthly fast, commanded by His Majesty and both Houses of Parlimeut [sic	1
NA	A Full relation, not only of our good successe in generall	1
NA	A full relation, not only of our good successe in generall	1
NA	A full and true relation of the great battle fought between the Kings army, and His Excellency, the Earle of Essex, upon the 23. of October last past (being the same day twelve-moneth that the rebellion broke out in Ireland:	1
NA	A Famous victory obtained by the Right Honorable the Lord Brooks	1
NA	A famous victory obtained by the inhabitants of the towne of Bastable, in the county of Sommerset	1
NA	A famous victory obtained by the citisens [sic] of Coventry, and the Parliaments forces, under the command of the Lord Brooks, and colonell Hambden, against the Kings army, August 22	1
NA	A famous victory obtained by the citisens [sic] of Coventry	1
NA	A famous battell fought by the Earle of Bedford against the Marques of Hartford and the Lord Pawlet	1
NA	A famous battel fought by the Earle of Corke, the Earle of Ormond, and the Lord Moore against the rebels in Ireland	1
NA	A Famous and joyfull victory	1
NA	A faithfull remonstrance, of all the chiefe matters of note which have happened in and about Dublin	1
NA	Advice, sent from His Maiesties commissioners in Scotland	1
NA	Advertisements from Yorke and Beverly, July the 20th. 1642. Die Martis 26 Julii, 1642. Also a declaration of the Lords and Commons in Parliament, with additions to a former declaration, dated Iuly 12. For the protecting of those who are imployed by the authority of both or either House of Parliament, in execution of the ordinance for the militia: or in advancing the propositions for raising of horse, moneys, or plate, according to the instructions of both Houses of Parliament. H. Elsigne, [sic] Cler. Parl. D. Com	1
NA	Advertisements from Yorke and Beverly, July the 20th. 1642	1
NA	Admirable newes from Ireland both good and true	1
NA	A divine balsam to cure the bleeding wounds of these dangerous times. Or, The true cause of two grand and heavie iudgements of Almighty God now upon this kingdome	1
NA	A diurnall out of the north: or, the daily occurrences of this weeke	1
NA	A discreet and learned speech: spoken in the Parliament, on Wednesday, the 4. of January, 1641. by Mr. Hampden, Burgesse for Buckingham	1
NA	A : discreet and learned speech	1
NA	A discreet and iudicious discourse betweene vvisdome and pietie, tvvo vvorthy members	1
NA	A discovery of the great fantasie, or, Phantasticall conceitednesse	1
NA	A discoverie of treason against the King, and Parliament	1
NA	A discoverie of the hellish plot against divers particular of the nobility of the kingdome of England	1
NA	A discourse upon the questions in debate between the King and Parliament	1
NA	A Discourse presented to those who seeke the reformation of the Church of England	1
NA	A discourse or dialogue between the two now potent enemies	1
NA	A discourse in defense of the Londoners last petition for peace	1
NA	A discourse concerning the rebellion in Ireland	1
NA	A discourse betvveene a resolved, and a doubtfull Englishman	1
NA	A declartion [sic] of the heads of severall letters, sent from the committee at York, unto the House of Parliament	1
