"","x"
"5994","printed by J. M. for G. Calvert, and are to be sold at his shop neer Pauls"
"5995","printed by Thomas Harper, for Thomas Walkley, [and] are to be sold at his shop at the signe of the"
"5996","printed for Edward Berry and William Berry, and are to be sold at their shops in Holborn court in Grays-Inne, neer the Hall-door; and at the Globe in the Strand, betwixt York-House and the New-Exchange"
"5997","printed for George Calvert, and are to be sold at the Bible in Jewen-street"
"5998","printed by Thomas Brown, and are to be sold at his shop"
"5999","printed for Tho. Parkhurst, and are to be sold at his shop at the Bible and Three-Crowns, in Cheapside"
"6000","For Tho. Parkhurst, and are to be sold at his shop, and Tho. Cockerill"
"6001","Printed and sold by Tho: Cross. and are to be sold at the musick shops"
"6002","Printed for P[hilip]. B[rooksby]. and E[dward]. O[liver]. and are to be sold at their shops, in West-smith-field, and on Snow-hill"
"6003","to be sold at the author's lodging, au bout de la ruë Sainte Marguerite, proche le Carrefour Saint Benoist, Fauxbourg Saint Germain, attenant la Boutique d'un fruitier"
"6004","printed for H. R[obinson]. and are to be sold at the three Pigeons in Pauls Church-yard"
"6005","Printed by J[ohn]. M[illet] for J[onah]. Deacon and C[harles]. Dennisson, and are to be sold at their shops, at the Angel in Guiltspurt-street; and at the Stationers-[Arms within] Aldgate"
"6006","printed by J.C. for T[imothy]. Garthwait, and are to be sold at the Little North-door of S. Pauls Church"
"6007","printed for Edward Archer, and are to be sold at the sign of the Adam and Eve in Little-Brittain, neer the church"
"6008","by a true coppy, by the authors appointment for William Larnar, and are to be sold at the Anchor in Pauls Chaine"
"6009","printed by Henry Hills, printer to the Kings most excellent Majesty, for his houshold and chappel; and are to be sold at his printing-house on the Ditch-side, in Black-fryers"
"6010","printed, and are to be sold at the sign of the Hedge-Hog in Skinners-street without Bishopsgate"
"6011","printed by Richard Cotes, for Ralph Smith, and are to be sold at his shop, at the signe of the Bible in Cornhill, neere the Royll [sic] Exchange"
"6012","printed by T[homas]. Ratcliff, and T[homas]. Daniel, and are to be sold at their house in Newstreet, betwixt shooe-lane and Fetter-lane"
"6013","printed, and are to be sold at the black spread Eagle near the west end of Pauls, 1659"
"6014","printed for William Franckling, and are to be sold at his shop near the signe of the George in Norwich"
"6015","printed for Livewell Chapman, and are to be sold at his shop at the Crowne in Popes-head-alley"
"6016","for Ioshua Kirton; and are to be sold at the signe of the Kings armes in St. Pauls Church-yard"
"6017","printed for Iohn Franke, and are to be sold at his shop next doore to the Kings head in Fleetstreet"
"6018","printed by Andrew Crook and Samuel Helsham; and are to be sold at Samuel Helsham's at the Colledge-Arms in Castle-street"
"6019","printed for John Swee[t]ing, and sold at his shop at the Angel in Pope-eead [sic] Alley"
"6020","printed for Robert Boulter, and are to be sold at his shop, at the sign of the Turks Head in Cornhil, over against the Royal Exchange"
"6021","printed by R[obert]. & W[illiam]. Leybourn, for Anthony Thompson, and are to be sold at his house in Hosier lane neer Smithfield"
"6022","printed by T.M. for Thomas Thomas, and are to be sold at his shop in Broad-street in Bristol"
"6023","re-printed by Joseph Ray, and are to be sold at his shop in Skinner-Row, over against the Tholsel"
"6024","printed by Benjamin Took and John Crook, printers to the Kings Most Excellent Majesty, and are to be sold at His Majesties Printing-House in Skinner-Row"
"6025","printed for Tho. James, and are to be sold at the Printing Press in Mincing Lane, and most booksellers in London and Westminster"
"6026","Printed by James Flesher for R. Royston, and are to be sold at the Angel in Ivie-lane"
"6027","printed by W. Godbid, for E. Hurlock [and are] to be sold at the Rose at the West end of S[t. Paul's-Church]"
"6028","printed by William Leybourn, for George Hurlock, and are to be sold at his shop at Magnus Church-corner"
"6029","printed by Tho. Roycroft, for H. Twyford, and are to be sold at his shop in Vine-Court, Middle-Temple"
"6030","printed by Tho: Roycroft, for H[enry]. Twyford, and are to be sold at his shop in Vine Court"
"6031","printed by T[homas]. C[hilde]. and are to be sold at the Fountaine in Goldsmiths-row in Cheapside"
"6032","printed by James Watson in Wariston's Closs, and sold at the said House of Curiosities only"
"6033","printed by Henry Hills, printer to the King's most Excellent Majesty for his Houshold and Chappel; and are sold at his Printing-house on the ditch-side in Black-Fryers"
"6034","printed by T. W[arren]. for Humphrey Moseley, and are to be sold at his shop, at the signe of the Princes arms in St. Pauls Church-yard"
"6035","printed with allowance; and are to be sold at Richard Gosne's Coffee-House in Bow-street, in Covent-Garden. Where also you may have the Test or Proposal to the inhabitants of Winchester, &c"
"6036","printed for William Gilbertson, and are to be sold at his shop in Gilt-spur-street, at the signe of the Bible without Newgate"
"6037","printed for Edward Wright, and are to be sold at his shop in Giltspurre street at the signe of the Bible without New-gate"
"6038","printed by T[homas]. H[arper]. and R. H. for Thomas Nichols... to be sold at the Bible in Popes head alley"
"6039","printed by T. H[arper] and R. H. for Samuel Enderbey and are to be sold at the Starre in Popes head alley"
"6040","printed for Gabriel Bedel, and Tho: Heath, to be sold at their shops, at Middle-Temple Gate in Fleet-street, and in Russel-Street in Covent-Garden"
"6041","printed for J. Jhonson [sic], and are to be sold at the Royal Exchange"
"6042","printed, by Henry Hills, for Thomas Brewster, and are to be sold at the Three Bibles at the west-end of Pauls"
"6043","printed, and sold by T[homas]. Sowle in White-hart Court Gracious Street, also sold at ye Bible in George-yard Lombard Street. Where may be had stationary wares of all sorts wholesale or retail at reasonable rates"
"6044","printed by T. L. and are to be sold at George Starkeys house in St. Thomas Apostles, next door to Black-lyon-Court, and at Richard Johnsons, at the Globe in Mountague-Close, and Robert Levet at the next door to the Globe in Southwark"
"6045","printed for the authour, and are to be sold at the Crown in Popes-Head-Alley"
"6046","printed by M. S[immons]. for Roger Rea, and are to be sold at his shop at the sign of the Golden Cross on Cornhill"
"6047","printed by T[homas]. James, for Joseph Collyer, and are to be sold at his shop at the Angel on London-bridge, a little below the gate"
"6048","Printed by James Moxon, and are to be sold at his shop, at the sign of the Atlas in Warwick-Lane"
"6049","printed for Peter Parker and are to be sold at his shop in [ ... ]"
"6050","printed by T[homas]. N[ewcomb]. for H[enry]. Herringman, and Robert Bolter, and are to be sold at their shops, at the sign of the Blew Anchor in the lower walk of the New Exchange, and at the Turks Head in Cornhill, over against the Royal Exchange"
"6051","printed, and are to be sold at the Kings-Arms in the Poultrey, and at the Feathers in Lumbard-Street near the Post-Office"
"6052","imprinted by Edw: Raban: and are to bee sold at his shop, at the end of the Broadgate"
"6053","printed, and are to be sold at the Vendue, next Bedfourd-Gate in Charles-street Covent-Garden, and by the booksellers of London and Westminster"
"6054","printed by E[lizabeth]. P[urslowe]. for Lawrence Chapman, and Francis Coles, and are to be sold at their shops next doore to the Fountaine in the Strand, and at the Halfe-Bowle in the Old-Bayley"
"6055","printed by T. W[arren]. for John Place, and are to be sold at his shop near Furnivals Inne gate in Holborn"
"6056","for M.B. and are to be sold at the Exchange"
"6057","for Thomas Morgan, and are to be sold at the Royal Exchange in Cornhill"
"6058","printed for William Norman bookseller, and are to be sold at his shop in Dames-street"
"6059","printed by M[atthew]. Simmons, for Hanna Allen, and are to be sold at the Crowne in Popes-head-alley"
"6060","printed by Andrew Anderson, and are to be sold at his house, on the north side of the Cross"
"6061","printed by T.J. for George Hurlock, and are to be sold at his shop under St. Magnus Church in Thames-street, near London-bridge"
"6062","printed by T. P. for Fr. Coles and are to besold at his shop at the signe of the Lambe in the Old-Baily, neare the Sessions house"
"6063","printed by T[homas]. H[arper]. for Francis Coles and Richard Harper, and are to be sold at their shops in the Old Bayly, and in Smithfield"
"6064","printed by E. Cotes for John Clark, and are to be sold at Mercers-Chappel in Cheapside"
"6065","printed by Robert Sanders, printer to the town, and are to be sold at his shop"
"6066","for Samuel Cartwright, and are to be sold at the hand and Bible in Duck-lane"
"6067","by R[oger]. D[aniel]. and are to be sold at the author's house, 1645]"
"6068","for Richard Harper, and are to be sold at the Bible and Harpe in Smithfield"
"6069","printed by Peter Cole, printer and book-seller, and are to be sold at his shop, at the sign of the Printing-press in Cornhill, neer the Royal Exchange"
"6070","And are to be sold at the Hermitage staires in Wapping: and by William Fisher at the Postern-gate on Tower-hill Iohn Thornton at the Plat in Minories Iohn Colson at Marsh yard in Wapping: and by Iames Atkinson at Cherry garden staires in Redriff"
"6071","printed for Humphrey Moseley, and are to be sold at his shop in St Pauls Church-yard at the sign of the Prince's Arms"
"6072","printed for Henry Cripps, and Lodowick Floyd [i.e. Lloyd] and are to be sold at their shop, at the entring in of Popes head Alley out of Lumbard street"
"6073","Printed by J. M. for Luke Fawn, and are to be sold at his Shop at the sign of the Parrot in S. Pauls Church-yard"
"6074","printed for John Crooke, and are to be sold at the Ship in St. Pauls Church-Yard"
"6075","printed, and are to be sold at the Marygold in S. Pauls Church-yard"
"6076","printed for William Lee, and are to be sold at the signe of the Turks head in Fleet-street"
"6077","by Iames Moxon or [sic] Thomas Lappadg, and re [sic] to be sold at his shop neree the Iron-Bridge"
"6078","printed for T. Collins and T. Basset; and are to be sold at their shops, at the Middle-Temple-gate, and at the George neer Cliffords Inne in Fleetstreet"
"6079","printed by Joseoph Moxon, and sold at his shop on Ludgate hill, at the signe of Atlas"
"6080","for J.S. and are to be sold at the signe of the Ball upon Adling-Hill"
"6081","[pri]nted for Tho. Vere, and are to be sold at the sign of the Angel without Newgate"
"6082","and are to be sold at the Grey-hound in St. Pauls Church-Yard, and in Westminster-Hall"
"6083","printed, and are to be sold at the Phoenix in St. Pauls Church-yard"
"6084","printed by T.M. for E. Brewster S. Miller and T. Iohnson, and are to be sold at the Crane, Star and Key in St. Pauls Churchyard"
"6085","printed by L[uke]. N[orton]. and J[ohn]. F[ield] for William Leak, and are to be sold at his shop in chancery-lane, near unto the Rolls"
"6086","printed by R. & W. L[eybourne]. for Edward Brewster, and are to be sold at his shop at the signe of the Crane in Pauls Church-yard"
"6087","printed for John Stafford, and are to be sold at his house at the George in Fleet-bridge"
"6088","printed for Ro. Bostock and George Badger, and are to be sold at his shop in St. Dunstans Churchyard in Fleetstreet"
