"publisher_orig_data","verb","target_string","person","person_type","place","place_prefix","actor_type"
"Philadelphia printed: London reprinted: and sold by J. Johnson, St. Paul's Church Yard, and J. Phillips, George Yard, Lombard Street","sold by","J. Johnson, St. Paul's Church Yard, and J. Phillips, George Yard, Lombard Street","J. Phillips","person","Lombard Street",NA,"sell"
"Philadelphia printed: London reprinted: and sold by J. Johnson, St. Paul's Church Yard, and J. Phillips, George Yard, Lombard Street","sold by","J. Johnson, St. Paul's Church Yard, and J. Phillips, George Yard, Lombard Street","George Yard","unknown","Lombard Street",NA,"sell"
"Printed by W. Bulmer and Co. Russel-Court, Cleveland-Row, St. James's","printed by","W. Bulmer and Co. Russel-Court, Cleveland-Row, St. James's","W. Bulmer","person",NA,NA,"print"
"Printed by W. Bulmer and Co. Russel-Court, Cleveland-Row, St. James's","printed by","W. Bulmer and Co. Russel-Court, Cleveland-Row, St. James's","Co. Russel-Court","unknown",NA,NA,"print"
"Printed by W. Bulmer and Co. Russel-Court, Cleveland-Row, St. James's","printed by","W. Bulmer and Co. Russel-Court, Cleveland-Row, St. James's","Cleveland-Row","unknown",NA,NA,"print"
"Printed by W. Bulmer and Co. Russel-Court, Cleveland-Row, St. James's","printed by","W. Bulmer and Co. Russel-Court, Cleveland-Row, St. James's","St. James's","unknown",NA,NA,"print"
"printed for the author, and are to be sold at Mr. Robinson's, a looking-glass shop, over against Serjeants-Inn, Fleet street","sold at","Mr. Robinson's, a looking-glass shop, over against Serjeants-Inn, Fleet street",NA,NA,"Mr. Robinson's , a looking-glass shop , over against Serjeants-Inn , Fleet street","","sell"
"printed by J. Cotton, and J. Eddowes; and sold by J. Buckland, London","printed by","J. Cotton, and J. Eddowes; and","J. Cotton","person",NA,NA,"print"
"printed by J. Cotton, and J. Eddowes; and sold by J. Buckland, London","printed by","J. Cotton, and J. Eddowes; and","J. Eddowes","person",NA,NA,"print"
"printed by J. Cotton, and J. Eddowes; and sold by J. Buckland, London","sold by","J. Buckland, London","J. Buckland","person","London",NA,"sell"
"printed by J. Ferraby","printed by","J. Ferraby","J. Ferraby","person",NA,NA,"print"
"printed for W. Feales; and J. Jackson","printed for","W. Feales; and J. Jackson","W. Feales","person",NA,NA,"print"
"printed for W. Feales; and J. Jackson","printed for","W. Feales; and J. Jackson","J. Jackson","unknown",NA,NA,"print"
"printed by W. Strahan and M. Woodfall, Law-Printers to the King's Most Excellent Majesty : for G. Kearsly, No. 46. near Serjeant's Inn, Fleet-Street","printed by","W. Strahan and M. Woodfall, Law-Printers to the King's Most Excellent Majesty : for G. Kearsly, No. 46. near Serjeant's Inn, Fleet-Street","W. Strahan","person",NA,NA,"print"
"printed by W. Strahan and M. Woodfall, Law-Printers to the King's Most Excellent Majesty : for G. Kearsly, No. 46. near Serjeant's Inn, Fleet-Street","printed by","W. Strahan and M. Woodfall, Law-Printers to the King's Most Excellent Majesty : for G. Kearsly, No. 46. near Serjeant's Inn, Fleet-Street","M. Woodfall","person",NA,NA,"print"
"printed by W. Strahan and M. Woodfall, Law-Printers to the King's Most Excellent Majesty : for G. Kearsly, No. 46. near Serjeant's Inn, Fleet-Street","printed by","W. Strahan and M. Woodfall, Law-Printers to the King's Most Excellent Majesty : for G. Kearsly, No. 46. near Serjeant's Inn, Fleet-Street","Law-Printers","unknown",NA,NA,"print"
"printed for and sold by J. Dickson. London, sold by G. Nicol, Pall-Mall",NA,"and",NA,NA,NA,NA,NA
"printed by the assigns of Richard and Edward Atkins, Esqs; for John Walthoe, at his Shop in Vine-Court in the Middle-Temple, adjoining to the Cloisters",NA,"the assigns of Richard and Edward Atkins, Esqs; for John Walthoe, at his Shop in Vine-Court in the Middle-Temple, adjoining to the Cloisters",NA,NA,NA,NA,NA
"In the Savoy: printed by Eliz. Nutt (executrix of J. Nutt, assignee of Edward Sayer Esq;) for J. Walthoe in the Middle-Temple-Cloisters, and J. Walthoe, Jun., against the Royal Exchange in Cornhill","stringstart","In the Savoy:",NA,NA,"Savoy :","In the","unk"
"In the Savoy: printed by Eliz. Nutt (executrix of J. Nutt, assignee of Edward Sayer Esq;) for J. Walthoe in the Middle-Temple-Cloisters, and J. Walthoe, Jun., against the Royal Exchange in Cornhill","printed by","Eliz. Nutt (executrix of J. Nutt, assignee of Edward Sayer Esq;) for J. Walthoe in the Middle-Temple-Cloisters, and J. Walthoe, Jun., against the Royal Exchange in Cornhill","Eliz. Nutt","person",NA,NA,"print"
"In the Savoy: printed by Eliz. Nutt (executrix of J. Nutt, assignee of Edward Sayer Esq;) for J. Walthoe in the Middle-Temple-Cloisters, and J. Walthoe, Jun., against the Royal Exchange in Cornhill","printed by","Eliz. Nutt (executrix of J. Nutt, assignee of Edward Sayer Esq;) for J. Walthoe in the Middle-Temple-Cloisters, and J. Walthoe, Jun., against the Royal Exchange in Cornhill","J. Nutt","person",NA,NA,"print"
"In the Savoy: printed by Eliz. Nutt (executrix of J. Nutt, assignee of Edward Sayer Esq;) for J. Walthoe in the Middle-Temple-Cloisters, and J. Walthoe, Jun., against the Royal Exchange in Cornhill","printed by","Eliz. Nutt (executrix of J. Nutt, assignee of Edward Sayer Esq;) for J. Walthoe in the Middle-Temple-Cloisters, and J. Walthoe, Jun., against the Royal Exchange in Cornhill","Edward Sayer Esq","unknown",NA,NA,"print"
"In the Savoy: printed by Eliz. Nutt (executrix of J. Nutt, assignee of Edward Sayer Esq;) for J. Walthoe in the Middle-Temple-Cloisters, and J. Walthoe, Jun., against the Royal Exchange in Cornhill","printed by","Eliz. Nutt (executrix of J. Nutt, assignee of Edward Sayer Esq;) for J. Walthoe in the Middle-Temple-Cloisters, and J. Walthoe, Jun., against the Royal Exchange in Cornhill","J. Walthoe","person","Middle-Temple-Cloisters , and J. Walthoe , Jun. , against the Royal Exchange in Cornhill","in the","print"
"printed for S. Crowder, G. Robinson, J. Bew; and M. Hingeston","printed for","S. Crowder, G. Robinson, J. Bew; and M. Hingeston","S. Crowder","person",NA,NA,"print"
"printed for S. Crowder, G. Robinson, J. Bew; and M. Hingeston","printed for","S. Crowder, G. Robinson, J. Bew; and M. Hingeston","G. Robinson","person",NA,NA,"print"
"printed for S. Crowder, G. Robinson, J. Bew; and M. Hingeston","printed for","S. Crowder, G. Robinson, J. Bew; and M. Hingeston","J. Bew","person",NA,NA,"print"
"printed for S. Crowder, G. Robinson, J. Bew; and M. Hingeston","printed for","S. Crowder, G. Robinson, J. Bew; and M. Hingeston","M. Hingeston","unknown",NA,NA,"print"
"printed by P. Byrne, No. 108, Grafton-Street, (opposite the Provost's House.)","printed by","P. Byrne, No. 108, Grafton-Street, (opposite the Provost's House.)","P. Byrne","person","Grafton-Street , (opposite the Provost's House.)","No. 108","print"
"printed for J. Roberts in Warwick-Lane, and N. Blandford at the London-Gazette, Charing-Cross","printed for","J. Roberts in Warwick-Lane, and N. Blandford at the London-Gazette, Charing-Cross","J. Roberts","person","Warwick-Lane , and N. Blandford at the London-Gazette , Charing-Cross","in","print"
"printed for T. Cooper, at the Globe, in Paternoster-Row","printed for","T. Cooper, at the Globe, in Paternoster-Row","T. Cooper","person","Globe , in Paternoster-Row","at the","print"
"typis Joannis Paterson",NA,"typis Joannis Paterson",NA,NA,NA,NA,NA
"printed for A. Moore, near St. Paul's","printed for","A. Moore, near St. Paul's","A. Moore","person","St. Paul's","near","print"
"printed for the author",NA,"the author",NA,NA,NA,NA,NA
"printed by the assigns of R. and Edw. Atkins Esquires. For J. Walthoe, in the Middle Temple Cloysters",NA,"the assigns of R. and Edw. Atkins Esquires. For J. Walthoe, in the Middle Temple Cloysters",NA,NA,NA,NA,NA
"printed for J. Watts","printed for","J. Watts","J. Watts","person",NA,NA,"print"
"printed for J. Watts","printed for","J. Watts","J. Watts","person",NA,NA,"print"
"printed for John Walthoe, in the Middle-Temple: adjoining to the Cloysters","printed for","John Walthoe, in the Middle-Temple: adjoining to the Cloysters","John Walthoe","person","Middle-Temple : adjoining to the Cloysters","in the","print"
"printed by Ed. Cook, and sold by E. Dormer","printed by","Ed. Cook, and","Ed. Cook","person",NA,NA,"print"
"printed by Ed. Cook, and sold by E. Dormer","sold by","E. Dormer","E. Dormer","person",NA,NA,"sell"
"printed for Richard Parker at the Royal Exchange, Dorman Newman Leicester Feilds [sic], and George Harris in St. James's-Street","printed for","Richard Parker at the Royal Exchange, Dorman Newman Leicester Feilds , and George Harris in St. James's-Street","Richard Parker","person","Royal Exchange , Dorman Newman Leicester Feilds , and George Harris in St. James's-Street","at the","print"
"Printed in the year","stringstart","Printed in the year","Printed","person",NA,NA,"unk"
"C. A. Serini?]","stringstart","C. A. Serini?","C. A. Serini?","person",NA,NA,"unk"
"printed for E. Curll, at the Dial and Bible, against St Dunstan's Church in Fleetstreet","printed for","E. Curll, at the Dial and Bible, against St Dunstan's Church in Fleetstreet","E. Curll","person","Dial and Bible , against St Dunstan's Church in Fleetstreet","at the","print"
"chez Prault fils]",NA,"chez Prault fils",NA,NA,NA,NA,NA
NA,NA,"NA",NA,NA,NA,NA,NA
"chez Pierre Elsmy [i.e. Delalain], Southampton Street",NA,"chez Pierre Elsmy i.e. Delalain, Southampton Street",NA,NA,NA,NA,NA
"printed by D. E. in the year","printed by","D. E. in the year","D. E.","person",NA,NA,"print"
"printed by the heirs and successors of Andrew Anderson, Printer to the Queens most Excellent Majesty, anno Dom",NA,"the heirs and successors of Andrew Anderson, Printer to the Queens most Excellent Majesty, anno Dom",NA,NA,NA,NA,NA
"printed for Willoughby Mynors, in Middle-Row, Holborn","printed for","Willoughby Mynors, in Middle-Row, Holborn","Willoughby Mynors","person","Middle-Row , Holborn","in","print"
"printed for C. Whitefield, in White Fryers","printed for","C. Whitefield, in White Fryers","C. Whitefield","person","White Fryers","in","print"
"printed for J. Swan, in the Strand","printed for","J. Swan, in the Strand","J. Swan","person","Strand","in the","print"
"[Printed and sold by J. Button, Newcastle]","sold by","J. Button, Newcastle","J. Button","person",NA,NA,"sell"
"[Printed and sold by J. Button, Newcastle]","sold by","J. Button, Newcastle","Newcastle","unknown",NA,NA,"sell"
"[Printed and sold by J. Button, Newcastle]","printed and sold by","J. Button, Newcastle","J. Button","person",NA,NA,"print_sell"
"[Printed and sold by J. Button, Newcastle]","printed and sold by","J. Button, Newcastle","Newcastle","unknown",NA,NA,"print_sell"
"printed for Chapman and Co. No. 161, Fleet-Street","printed for","Chapman and Co. No. 161, Fleet-Street","Chapman","person","Fleet-Street","No. 161","print"
"printed for Chapman and Co. No. 161, Fleet-Street","printed for","Chapman and Co. No. 161, Fleet-Street","Co.","unknown","Fleet-Street","No. 161","print"
"printed, for G. Sawbridge, at the Three Flower-de-Luces in Little-Britain",NA,"printed, for G. Sawbridge, at the Three Flower-de-Luces in Little-Britain",NA,NA,NA,NA,NA
"printed for J. Scott, in Pater-Noster-Row, and C. G. Seyffert, in Dean-Street, Sohe","printed for","J. Scott, in Pater-Noster-Row, and C. G. Seyffert, in Dean-Street, Sohe","J. Scott","person","Pater-Noster-Row , and C. G. Seyffert , in Dean-Street , Sohe","in","print"
"printed for W. Webb, near St. Paul's","printed for","W. Webb, near St. Paul's","W. Webb","person","St. Paul's","near","print"
"printed for W. Trott, at the Seven Stars in Russel-Court, Drury-Lane","printed for","W. Trott, at the Seven Stars in Russel-Court, Drury-Lane","W. Trott","person","Seven Stars in Russel-Court , Drury-Lane","at the","print"
"printed; for Samuel Briscoe, and sold by B. Bragg, at the Raven, in Pater noster Row","sold by","B. Bragg, at the Raven, in Pater noster Row","B. Bragg","person","Raven , in Pater noster Row","at the","sell"
"printed: and sold by J. Morphew","sold by","J. Morphew","J. Morphew","person",NA,NA,"sell"
"published by Mr. Williams, Bookseller, near St. Dunstan's-Church, Fleet-Street","published by","Mr. Williams, Bookseller, near St. Dunstan's-Church, Fleet-Street","Mr. Williams","person","St. Dunstan's-Church , Fleet-Street","near","publish"
"published by Mr. Williams, Bookseller, near St. Dunstan's-Church, Fleet-Street","published by","Mr. Williams, Bookseller, near St. Dunstan's-Church, Fleet-Street","Bookseller","unknown","St. Dunstan's-Church , Fleet-Street","near","publish"
"printed for J. Scott, at the Black Swan, in Pater-Noster-Row","printed for","J. Scott, at the Black Swan, in Pater-Noster-Row","J. Scott","person","Black Swan , in Pater-Noster-Row","at the","print"
NA,NA,"NA",NA,NA,NA,NA,NA
"printed for John Morphew, near Stationers-Hall","printed for","John Morphew, near Stationers-Hall","John Morphew","person","Stationers-Hall","near","print"
"printed, and sold by John Morphew, near Stationers-Hall","sold by","John Morphew, near Stationers-Hall","John Morphew","person","Stationers-Hall","near","sell"
"printed, and sold by John Morphew, near Stationers-Hall","printed and sold by","John Morphew, near Stationers-Hall","John Morphew","person","Stationers-Hall","near","print_sell"
"printed for Richard Phillips; sold by Faulder & Son; Reynolds; J. Harding; J. Asperne; Black, Parry & Kingsbury; Constable & Co. Edinburgh; Brash & Reid, Glasgow; Brown, Aberdeen; J. Archer, Dublin; & all other booksellers; by B. M'Millan","printed for","Richard Phillips;","Richard Phillips","person",NA,NA,"print"
"printed for Richard Phillips; sold by Faulder & Son; Reynolds; J. Harding; J. Asperne; Black, Parry & Kingsbury; Constable & Co. Edinburgh; Brash & Reid, Glasgow; Brown, Aberdeen; J. Archer, Dublin; & all other booksellers; by B. M'Millan","sold by","Faulder & Son; Reynolds; J. Harding; J. Asperne; Black, Parry & Kingsbury; Constable & Co. Edinburgh; Brash & Reid, Glasgow; Brown, Aberdeen; J. Archer, Dublin; & all other booksellers; by B. M'Millan","Faulder","person",NA,NA,"sell"
"printed for Richard Phillips; sold by Faulder & Son; Reynolds; J. Harding; J. Asperne; Black, Parry & Kingsbury; Constable & Co. Edinburgh; Brash & Reid, Glasgow; Brown, Aberdeen; J. Archer, Dublin; & all other booksellers; by B. M'Millan","sold by","Faulder & Son; Reynolds; J. Harding; J. Asperne; Black, Parry & Kingsbury; Constable & Co. Edinburgh; Brash & Reid, Glasgow; Brown, Aberdeen; J. Archer, Dublin; & all other booksellers; by B. M'Millan","Son","unknown",NA,NA,"sell"
"printed for Richard Phillips; sold by Faulder & Son; Reynolds; J. Harding; J. Asperne; Black, Parry & Kingsbury; Constable & Co. Edinburgh; Brash & Reid, Glasgow; Brown, Aberdeen; J. Archer, Dublin; & all other booksellers; by B. M'Millan","sold by","Faulder & Son; Reynolds; J. Harding; J. Asperne; Black, Parry & Kingsbury; Constable & Co. Edinburgh; Brash & Reid, Glasgow; Brown, Aberdeen; J. Archer, Dublin; & all other booksellers; by B. M'Millan","Reynolds","unknown",NA,NA,"sell"
"printed for Richard Phillips; sold by Faulder & Son; Reynolds; J. Harding; J. Asperne; Black, Parry & Kingsbury; Constable & Co. Edinburgh; Brash & Reid, Glasgow; Brown, Aberdeen; J. Archer, Dublin; & all other booksellers; by B. M'Millan","sold by","Faulder & Son; Reynolds; J. Harding; J. Asperne; Black, Parry & Kingsbury; Constable & Co. Edinburgh; Brash & Reid, Glasgow; Brown, Aberdeen; J. Archer, Dublin; & all other booksellers; by B. M'Millan","J. Harding","person",NA,NA,"sell"
"printed for Richard Phillips; sold by Faulder & Son; Reynolds; J. Harding; J. Asperne; Black, Parry & Kingsbury; Constable & Co. Edinburgh; Brash & Reid, Glasgow; Brown, Aberdeen; J. Archer, Dublin; & all other booksellers; by B. M'Millan","sold by","Faulder & Son; Reynolds; J. Harding; J. Asperne; Black, Parry & Kingsbury; Constable & Co. Edinburgh; Brash & Reid, Glasgow; Brown, Aberdeen; J. Archer, Dublin; & all other booksellers; by B. M'Millan","J. Asperne","person",NA,NA,"sell"
