publication_frequency_text	publication_frequency_annual	original_frequency	original_interval	original_time	Count
Weekly	 52.00	weekly	began in 1728?	< -1731>	1
Weekly	 52.00	weekly	began in 1720.;ceased with: numb. 223 friday, april the 23d, 1725	[1720-1725]	1
Weekly	 52.00	weekly	began in 1751? ceased in 1753?	<1753>	1
Weekly	 52.00	weekly	no. 1 ... (tuesday, january 7, 1800.)-;ceased with no. 144, 5 oct. 1802. cf. newsplan	1800-	1
Weekly	 52.00	weekly	saturday february 29, 1772. no. i-saturday, june 24, 1775. vol. iv. number 173	[1772-1775]	1
Weekly	 52.00	weekly	thursday, april 13, 1769. vol.i. number i	1769	1
Weekly	 52.00	weekly	thursday, may 10, 1770. vol.ii. number 57. - thursday, nov.15, 1770 vol.ii. number 84	1770	1
Weekly	 52.00	weekly	began: 16 aug. 1773; ceased in 1778	<1773-1778>	1
Weekly	 52.00	weekly	numb. 1. (beginning wednesday the 17. and ending wednesday 24. iuly 1661.)-;ceased with: no. 2 (24/31 july 1661)	1661]	1
Weekly	 52.00	weekly	began in 1680; ceased in 1683 or 1684	<1681-	1
Weekly	 52.00	weekly	began with: numb. 1 (29 apr. 1663); ceased with: numb. 4 (26 may 1663)	1663	1
Weekly	 52.00	weekly	began in jan. 1641.;-numb. 3. (january the 24. to january the 31. 1641.)	1641 [i.e. 1642]	1
Weekly	 52.00	weekly	began in 1736? and ceased in 1737?	1736?-1737?]	1
Weekly	 52.00	weekly	numb. 7. (saturday, may 9, 1761.)-;ceased with: numb. 38 (26 dec. 1761)	[1761]	1
Weekly	 52.00	weekly	began in 1776?;ceased in 1789?	[1776?-1789?]	1
Weekly	 52.00	weekly	numb. 1 ([feb. 1, 1681]).;ceased with: no. 5 (1 mar. 1681)	1681	1
Weekly	 52.00	weekly	numb. i. (from october 15, to october 21, 1738.)-	[1738-	1
Weekly	 52.00	weekly	began with: 10/17 jan. 1642?;-numb. 2. (from the seventeenth of ianuary to the twentyfourth. 1641 [i.e. 1642].)	[1642]	1
Weekly	 52.00	weekly	began in 1784; ceased in 1803	[1784-1803]	1
Weekly	 52.00	weekly	number 1. (saturday, march 6, 1790.)-	[1790-	1
Weekly	 52.00	weekly	began in dec. 1773 or jan. 1774	<1773?-	1
Weekly	 52.00	weekly	no. i. (friday, november 26, to friday, december 3, 1773.)-	[1773-	1
Weekly	 52.00	weekly	began with no. 1, may, 1723?; ceased in 1728?	[1723-1728?]	1
Weekly	 52.00	weekly	began in 1790	<1790-	1
Weekly	 52.00	weekly	no. i friday, april 20, 1792.-	[1792-	1
Weekly	 52.00	weekly	began in 1713; ceased in 1722	<1714>	1
Weekly	 52.00	weekly	began in 1710	-<1712>	1
Weekly	 52.00	weekly	vol. i. no. 4.-vol. i. no. 21	[1778]-	1
Weekly	 52.00	weekly	[no. 1-no. 3. (21 nov. 1778-5 dec. 1778)]	1778]	1
Weekly	 52.00	weekly	vol. i. no. 1. (saturday, november 1, 1777.)-;ceased in dec. 1777?	[1777]	1
Weekly	 52.00	weekly	began in 1771	[1771]-	1
Weekly	 52.00	weekly	number 286 (monday, july 13, 1767)-;ceased in may, 1792	[1767-1792]	1
Weekly	 52.00	weekly	began with: vol. i, no. 1, apr. 3, 1742; ceased with: v.1:no.40, dec. 31, 1742	[1742]	1
Weekly	 52.00	weekly	numb. 3193. (tuesday, july 13, to tuesday, july 20, 1756.)-numb. 3414. (tuesday, march 18, to tuesday, march 25, 1760.)	[1756-1760]	1
Weekly	 52.00	weekly	numb. 3160. (tuesday, december 2, to tuesday, december 9, 1755.)-numb. 3192. (tuesday, july 6, to tuesday, july 13, 1756.)	[1755-1756]	1
Weekly	 52.00	weekly	numb. 3131. (tuesday, april 22, to tuesday, april 29, 1755.)-numb. 3159 (tuesday, november 25, to tuesday, december 2, 1755.)	[1755]	1
Weekly	 52.00	weekly	began in dec.? 1752.;-numb. 3130. (tuesday, april 15, tot tuesday, april 22, 1755.)	-[1752]	1
Weekly	 52.00	weekly	began in 1737; ceased in dec.? 1752	[1737-1752?]	1
Weekly	 52.00	weekly	began: sept.? 1715; ceased in 1718?	[1715]-	1
Weekly	 52.00	weekly	began in june? 1746;ceased in 1811	[1746-1811]	1
Weekly	 52.00	weekly	no. xvi. (monday, march 1, 1742.)-	[1742]-	1
Weekly	 52.00	weekly	vol. i. numb. 1. (munday, february 28. 1693.)-vol. i. numb. 4. (friday, march 17. 1693.)	1693	1
Weekly	 52.00	weekly	thursday, june 21, 1764. nomb. i. jeudy, le 21 juin, 1764.-;ceased in 1924?	[1764- ]	1
Weekly	 52.00	weekly	vol. ix. no. 411. (saturday, january 4, 1800.)-	[1800]-	1
Weekly	 52.00	weekly	vol. ii. no. 84. (saturday, october 5, 1793)-vol. viii. no. 410. (saturday, december 28, 1799)	[1793-1799]	1
Weekly	 52.00	weekly	vol. i. no, 34, (saturday, october 20, 1792)-vol. ii. no. 83, (saturday, september 28, 1793)	[1792-1793]	1
Weekly	 52.00	weekly	began: 3 march 1792.;-vol. i. no. 33. (saturday, october 13, 1792.)	[1792]	1
Weekly	 52.00	weekly	no 243. (saturday, october 16, 1756)-	[1756-1758?]	1
Weekly	 52.00	weekly (collected semiannually)	num. i. (january the 1st, to january the 7th, 1758.)-;ceased in 1770?	[1758]-	1
Weekly	 52.00	weekly	no. 1. (thursday, march 22, 1759)-;ceased in oct. 1760?	[1759]-	1
Weekly	 52.00	weekly	no. 329. (saturday, april 16, 1796.)-	[1796]-	1
Weekly	 52.00	weekly	began: 2 jan. 1790; ceased in apr. 1796?	[1790-1796?]	1
Weekly	 52.00	weekly	began with: 12 feb. 1726; ceased 27 may 1949	[1726-1949]	1
Weekly	 52.00	weekly	began with: no. 1, 8 apr. 1769.;ceased in 1955	[1769-1955]	1
Weekly	 52.00	weekly	vol. i. numb. 1. (thursday, august 9, 1770.)-;ceased in 1792	[1770-1792]	1
Weekly	 52.00	weekly	numb. 4 (the fourth week, ending friday the 23. of january. 1646)-the tenth week, ending friday the 6. of march. 1646	[1646]	1
Weekly	 52.00	weekly	numb. 23 (from the 24 of may, till friday the 31 of may, 1644)-numb. 33 (from friday the 2. of august, till friday the 9 of the same. 1644); [2nd ser.] numb. 1 (from friday the 9 of august, till friday the 16. of the same. 1644.)-numb. 20 (from friday the 20. of december, till friday the 27. of the same. 1644); [3rd ser.] the 1. weeke (from friday the 27. of december, 1644. till friday the 3. of ianuary, 1645)-numb. 53 (from friday the 19. of december, till friday the 26. of the same. 1645); [4th ser.] numb. 1 (the first weeke ending friday the 2. of ianuary. 1646)-numb. 3 (the second [sic] week, ending friday the 16. of ianuary. 1646)	[1644]	1
Weekly	 52.00	weekly	numb. 20. (fryday the 3. of may, till friday the 10. of may, 1644)-numb. 22. (fryday the 17 of may, till friday the 24. of may, 1644)	[1644]	1
Weekly	 52.00	weekly	vol. ix. no. 422 (friday, november 15, 1793.)-;ceased in 1794?	[1793-	1
Weekly	 52.00	weekly	vol. i. no. i. (saturday, october 15, 1791.)-;ceased in june 1794	[1791]-	1
Weekly	 52.00	weekly	no 2306 (thursday, october 11, 1753.)-	[1753]-	1
Weekly	 52.00	weekly	began in april 1725?; ceased in april 1748?	[1725?-1748?]	1
Weekly	 52.00	weekly	numb. 1. vol. i. (tuesday, february 6, 1759.)-numb. 84. vol. ii. (tuesday, september 9, 1760.)	[1759-1760]	1
Weekly	 52.00	weekly	vol. i. no. 1. (tuesday november 5, 1776.)-vol. i. no. 21. (tuesday, march 25, 1776 [sic; i.e. 1777]	[1776-1777]	1
Weekly	 52.00	weekly	began: 14 jan. 1775; ceased: aug. 1788	[1775-1788]	1
Weekly	 52.00	weekly	began in 1756	[1756]-	1
Weekly	 52.00	weekly	no 1. (saturday, april 7. 1739.)-;ceased: 7 jan. 1775	[1739-	1
Weekly	 52.00	weekly	vol. iii. numb. 218 (saturday, may 21 1768)-;ceased in 1864?	[1768]-	1
Weekly	 52.00	weekly	vol. i numb. 1. (saturday, march 24, 1764.)-;ceased in 1864?	[1764-1864?]	1
Weekly	 52.00	weekly	began with: no 203 (aug. 18, 1735); ceased with: no. 2065 (apr. 24, 1775)	[1735-1775]	1
Weekly	 52.00	weekly	number 1. [1689]-numb. 2. (friday november the 8th. 1689.)	1689	1
Weekly	 52.00	weekly	no. 1. (jan. 2, 1762)-	1762-	1
Weekly	 52.00	weekly	began: may 27 1718.;ceased in 1755	mdccxviii. [1718]-[1755]	1
Weekly	 52.00	weekly	number i. [1758]-	m dcc lviii. [1758]-	1
Weekly	 52.00	weekly	number 1. (saturday, december. 1. 1759.)-	1759-	1
Weekly	 52.00	weekly	no 1. (saturday, october 18, 1788)-;ceased with: no. 1350 (13 aug. 1814)	[1788]-	1
Weekly	 52.00	weekly	began in 1779; ceased in 1789	[1779-1789]	1
Weekly	 52.00	weekly	numb. 42. (saturday, april 27, 1723.)-;ceased with no. 45 (saturday, may 18, 1723.)	[1723]	1
Weekly	 52.00	weekly	began in july? 1722.;-numb. 41. (saturday, april 20, 1723)	-[1723]	1
Weekly	 52.00	weekly	number i. [17 july 1762]-;ceased 6 sept. 1763	mdcclxii [1762]-	1
Weekly	 52.00	weekly	number i. (friday, january 20, 1775.)-number xci. (saturday, october 12, 1776.)	[1775-1776]	1
Weekly	 52.00	weekly	began in august? 1721.;-numb. 192. (saturday, february 22. 1723-4. [i.e. 1724])	-[1724]	1
Weekly	 52.00	weekly	began: no. 1, 20 aug. 1737; ceased in june 1743	[1737-1743]	1
Weekly	 52.00	weekly	numb. i. (saturday, april 12. 1712)-numb. xvii. (saturday, august 2. 1712.)	[1712]	1
Weekly	 52.00	weekly	numb. i. [1720]-;ceased in 1720?	m dc cxx. [1720]	1
Weekly	 52.00	weekly	began 28 june 1686; ceased 1707	<1686-	1
Weekly	 52.00	weekly	numb. 1. (munday, march 20. 1681/2. [i.e. 1682])-numb. 29. (munday, sept. 25. 1682.)	1682	1
Weekly	 52.00	weekly	began 17 nov. 1722; ceased with vol. 43, no. 2236, 30 dec. 1749	[1722-1749]	1
Weekly	 52.00	weekly	[no. 1 (saturday, march 10, 1792)-no. 86 (saturday, december 21, 1793)]	m.dcc.xcii. [1792-1793]	1
Weekly	 52.00	weekly	began: 26 jan./3 feb. 1660; ceased in apr. 1660	<1660>	1
Weekly	 52.00	weekly	number 1. [9 may 1688]	1688	1
Weekly	 52.00	weekly	no 1. (saturday, february 17. 1738-9 [i.e. 1739])-;ceased in 1886?	[1739-	1
Weekly	 52.00	weekly	[vol. lvii.] thursday, july 3. 1783.-[vol. lx.] thursday, june 24. 1784	1783-1784]	1
Weekly	 52.00	weekly	[vol. xlvii.] thursday, december 30. 1779.-[vol. lvi.] thursday, juiy 11. 1782	1779-1782]	1
Weekly	 52.00	weekly	began with no. 1 (20 aug. 1720); ceased in dec. 1731?	[1720-	1
Weekly	 52.00	weekly	no. 1 [june 2 1787]-no. 4 [june 23 1787]	1787	1
Weekly	 52.00	weekly	thursday, july 7. 1768.-wednesday, december 22. 1779	1768-1779]	1
Weekly	 52.00	weekly	numb. i. [friday, june 13th, 1740.]-numb. xxiii. [friday, november 14th, 1740.]	md cxl. [1740]	1
Weekly	 52.00	weekly	part i. (saturday, january 7. 1716.)-;ceased with part x (saturday, march 10. 1716.)?	[1716]	1
Weekly	 52.00	weekly	vol. i. numb. 16. (thursday, november 14, 1776.)-;ceased in 1781?	[1776]-	1
Weekly	 52.00	weekly	vol. i. numb. 1 (friday, august 2, 1776)-vol. i. numb. 15 (friday, november 8, 1776	[1776]	1
Weekly	 52.00	weekly	[no. 0] (thursday, march 23. 1732.)-vol. xxxviii. numb. 1954. (friday, september 29, 1769.)	[1732-1769]	1
Weekly	 52.00	weekly	vol. lviii. no. 2959. (thursday, december 25, to thursday, january 1, 1789.)-;ceased in 1933?	[1789]-	1
Weekly	 52.00	weekly	[no. i] wednesday, june 25th, 1707.-;ceased with: numb. vii. (6 aug. 1707)	1707	1
Weekly	 52.00	weekly	began in jan.? 1739	mdccxxxix. [1739]-	1
Weekly	 52.00	weekly	began: 21 june 1789; ceased: 16 apr. 1797	[1789-1797]	1
Weekly	 52.00	weekly	[no. 1] thursday, april 6, 1727.-;ceased in 1731?	1727-	1
Weekly	 52.00	weekly	published saturday february the first, 1689. [i.e. 1690]	[1690]	1
Weekly	 52.00	weekly	numb. i. [mar.? 1726]-;ceased with no. 5 (29 april 1726)	1726	1
Weekly	 52.00	weekly	number i [1752]-number xx [1752]	1752	1
Weekly	 52.00	weekly	began with: no. 1 (6 jan. 1718); ceased with no. 22 (2 june 1718)	[1718]	1
Weekly	 52.00	weekly	numb. i. (saturday, may 11. [1728])-numb. xx. ([may the 7th, 1729])	1728-1729	1
Weekly	 52.00	weekly	began in 1795.;ward and crane & kaye suggest that this title merged with: the london recorder, and sunday gazette in 1796; however this title was still being published in 1799	[1795-1799?]	1
Weekly	 52.00	weekly	numb. xix (friday december the 19th, 1707.)-;ceased with no. 24 (22 jan. 1708)	1707-[1708]	1
Weekly	 52.00	weekly	numb. viii. (friday october the 3d, 1707.)-numb. xviii. (friday december 12, 1707.)	1707	1
Weekly	 52.00	weekly	numb. i. (wednesday august the 13th, 1707.)-numb. vii. (wednesday september the 17th, to wednesday september the 24th, 1707.)	1707	1
Weekly	 52.00	weekly	began with: no. 1 (jan. 31, 1718).;-numb. xxxi. (thursday august 28 1718)	-[1718]	1
Weekly	 52.00	weekly	numb. 1. (thursday, february 19, 1747.)	[1747]	1
Weekly	 52.00	weekly	[numb. 1] (friday the 17th of january, 1698.)-numb. 15 (monday april 11. to monday april 18. [1698])	anno pacis primo [i.e. 1698]	1
Weekly	 52.00	weekly	numb. 1. ([17 mar. 1681])-numb. 13. (monday, june 13. 1681.)	1681	1
Weekly	 52.00	weekly	vol. i. numb. 1. (saturday january the 26th. [1706])-;ceased with v. 1, no. 30 (17 aug. 1706)	1706	1
Weekly	 52.00	weekly	numb. 1. (wednesday, september 25. 1728,)-numb. 4. (wednesday, october 16. 1728.)	[1728]	1
Weekly	 52.00	weekly	no. 179. (saturday, october 4, 1746-no. 166 (saturday, july 4, 1747)	[1746-1747]	1
Weekly	 52.00	weekly	[number xvii. (from saturday, june 16, to saturday, june 23. [1733])]-no cxviii. vol. ix. ([7-14 june 1735])	[1733-	1
Weekly	 52.00	weekly	[number xiv. (from saturday, may 26. to saturday, june 2. [1733])-number xvi. (from saturday, june 9. to saturday, june 16. [1733])]	[1733]	1
Weekly	 52.00	weekly	began with: numb. i. (5 feb. 1719).;-numb. xii. (thursday, april the 23d, 1719.)	[1719]	1
Weekly	 52.00	weekly	[no. 1 (saturday, february 3 to saturday, february 10 [1733])]-[no. 13 (saturday, april 29 to saturday, may 5 [1733])]	1733]	1
Weekly	 52.00	weekly	began in nov? 1701? ceased publication after 1712	<1708-	1
Weekly	 52.00	weekly	began in 1792?;-vol. xxvi. no. 1756 (tuesday, april 25, 1797.)	<1792?-1880>	1
Weekly	 52.00	weekly	vol. i. numb. 1. (saturday, january 7. 1710.)-vol. i. numb 12. (saturday, march 25. 1710.)	[1710]	1
Weekly	 52.00	weekly	no. 1. ([17 jan. 1727])-no. 22. (thursday june 29th, 1727.)	1727	1
Weekly	 52.00	weekly	began with no. 1 (14 oct. 1745); ceased in 1760	[1745]-	1
Weekly	 52.00	weekly	numb. 1. (thursday, january 8th, 1778, [sic])-;ceased 27 sept. 1796	[1778]-	1
Weekly	 52.00	weekly	numb. 1. [1690]	1690	1
Weekly	 52.00	weekly	numb. 1 (wednesday, august 7. 1723.)-numb. 30 (wednesday, february 26. 1724)	[1723-1724]	1
Weekly	 52.00	weekly	i (saturday, may 5, 1792)-;ceased in oct. 1795?	[1792-1795?]	1
Weekly	 52.00	weekly	began with no. 1 (saturday, december 8, 1722); ceased in with no. 33 (saturday, july 20, 1723)	[1722-1723]	1
Weekly	 52.00	weekly	no. 1 (monday, november 20, 1797)-no. 36 (monday, july 9, 1798)	[1797-1798]	1
Weekly	 52.00	weekly	began no. 16 (11 feb. 1721); ceased with no. 59 [i.e. 86] 8 june 1722?	[1721-1722?]	1
Weekly	 52.00	weekly	numb. 1 (saturday, april 1. 1721)-number 18 (saturday, july 29, 1721)	1721	1
Weekly	 52.00	weekly	vol. ii. no. 83. (thursday, july 26th, 1753.)-vol. ii. no. 100. (thursday, november 22d, 1753.)	1753	1
Weekly	 52.00	weekly	began: 14 sept. 1725; ceased with no. 1443 (sept. 27, 1794)	<1725-1794>	1
Weekly	 52.00	weekly	vol. ii. no. 78. (thursday, june 21st, 1753.)-vol. ii. no. 82. (thursday, july 19th, 1753.)	1753	1
Weekly	 52.00	weekly	began with no 1 ([saturday] 5 jan. 1717)?;-no. 4 (saturday, january 26, 1717)	[1717]	1
Weekly	 52.00	weekly	numb. 1. (thursday, [22 mar. 1683])-;ceased with: no. 27 (19 dec. 1683)	1683	1
Weekly	 52.00	weekly	numb. 1 ([friday, may 20, 1681])-numb. 2 (thursday, may 26, 1681)	1681	1
Weekly	 52.00	weekly	no. 1. friday, december 18. 1772.-no. 55. friday, december 31. 1773	[1772-1773]	1
Weekly	 52.00	weekly	numb. 3 ([monday dec. 5, 1681])-numb. 5 ([monday dec. 19, 1681])	1681	1
Weekly	 52.00	weekly	num. 1 ([20 feb. 1681])-num. 3 ([7 mar. 1681])	1681	1
Weekly	 52.00	weekly	began in 1784? ceased 1795?	[1784-1795?]	1
Weekly	 52.00	weekly	volume i. number 1. (saturday, june 9, 1787.)-number 369. (friday, june 27, 1794.) volume viii	[1787-1794]	1
Weekly	 52.00	weekly	began with no.2 (12 may 1753); ceased with [may 28?] 1898 issue	[1753-1898]	1
Weekly	 52.00	weekly	no. 1 (5 may 1753)	[1753]]	1
Weekly	 52.00	weekly	number i. (tuesday, september 3, 1754.)-number xii. (tuesday, november 19, 1754.)	[1754]	1
Weekly	 52.00	weekly	began with no. 1 (5 jan. 1738); ceased with no. 30 (27 july 1738.)	[1738]	1
Weekly	 52.00	weekly	number i (saturday, march 26, 1757)-number xv (saturday, july 2, 1757)	[1757]	1
Weekly	 52.00	weekly	numb. i. (wednesday, november 5. 1718.)-numb. xxv. (wednesday, april 22. 1718 [i.e. 1719)	[1718-1719]	1
Weekly	 52.00	weekly	began with vol. 1, no. 1 (11 oct. 1785); ceased with v. 17, no. 953 (24 nov. 1802)	<1786>-[1802]	1
Weekly	 52.00	weekly	number i. (saturday, may 31st, 1788.)-number xx. (saturday, march 7, 1789.)	mdcclxxxviii.-mdcclxxxix. [1788-1789]	1
Weekly	 52.00	weekly	[vol. i, 1.] monday, october 4, 1773.-[vol. 19] monday, december 30, 1782.; [n.s.:v. i:no. 1] monday, january 6, 1783.-[vol. 59, december, 1819.]-;ceased in 1825	1773-1819]	1
Weekly	 52.00	weekly	vol. xxxviii. no. 1955. (friday, october 6, 1769.)-vol. lvii. number 2958. (thursday, december 18, to thursday, december 25, 1788.)	[1769-1788]	1
Weekly	 52.00	weekly	numb. 1 (from tuesday december 29, 1747, to tuesday january 5, 1748)-;ceased with no. 1077 (monday, 29 aug. 1768)	[1747-1768]	1
Weekly	 52.00	weekly	no. 13-;ceased with no. 60	[1794]	1
Weekly	 52.00	weekly	no. i. [vol. i. (2 oct. 1786)]-no. ix. vol. ii. [1787]	[1786-1787]	1
Weekly	 52.00	weekly	numb. cvi (saturday, april 22, 1732)-numb. ccci (saturday, december 6, 1735)	[1732-1735]	1
Weekly	 52.00	weekly	numb. xxvii (saturday, october 17, 1730)-numb. cv (saturday, april 15, 1732)	[1730-1732]	1
Weekly	 52.00	weekly	numb. ix. (friday, june 12, 1730.)-numb. xxvi. (friday, october 9. 1730)	[1730]	1
Weekly	 52.00	weekly	began with no. 1 (17 apr. 1730).;-numb. [8] (friday, june 5, 1730.)	[1730]	1
Weekly	 52.00	weekly	numb. 1. (saturday, april 8, 1758.)-numb. 91. (from saturday, december 22, to saturday, december 29, 1759.)	[1758-1759]	1
Weekly	 52.00	weekly	saturday, december 24, 1763.-dec. 26, 1767	[1763-1767]	1
Weekly	 52.00	weekly	no. 1. (monday, march 16th, 1795.)-no. 43. (monday, january 25. 1796)	1795-1796	1
Weekly	 52.00	weekly	number i. (thursday, january 31, 1754.)-number cxl. (thursday, september 30, 1756.)	[1754-1756]	1
Weekly	 52.00	weekly	munday, january 16. 1681/2-munday, january 15. 1683	1682-1683	1
Weekly	 52.00	weekly	wednesday, january 19. 1791.-[no.]162 (wednesday, january 1. 1794.)	1791-1794]	1
Weekly	 52.00	weekly	wednesday, december 22, 1790.-wednesday, january 12, 1791	1790-1791]	1
Weekly	 52.00	weekly	friday the 23 of november, 1677-friday the 14th of december, 1677	1677	1
Weekly	 52.00	weekly	[no. 1] sunday, december 4, 1791-	[1791]-	1
Weekly	 52.00	weekly	numb. i (wednesday, april 25, 1781)-;ceased with: [vol. xii?] no. 578 (16 may 1792)	[1781-1792]	1
Weekly	 52.00	weekly	began in mar. 1752; ceased in 1853?	[1752-1853?]	1
Weekly	 52.00	weekly	numb. 1 ([19 may 1648])-numb. 2. ([25 may 1648])	1648	1
Weekly	 52.00	weekly	[number i. (november 16, 1752)]-number iv. (thursday, december 7, 1752)	m.dcc.lii. [1752]	1
Weekly	 52.00	weekly	numb. 22, alias 26. the third volume. (friday, december 3. 1680)-numb.37. the third volume (friday, february 18. 1680/1)	1680-1681	1
Weekly	 52.00	weekly	numb. 5. (friday, august 6. 1680)-numb. 21. (friday, novemb. 26. 1680)	1680	1
Weekly	 52.00	weekly	numb. 1. [9 july 1680]-numb. 4 (friday, july 30. 1680)	1680	1
Weekly	 52.00	weekly	numb.2 (tuesday, december the 10th, 1678)-numb.31 (friday, the 4th of july, 1679); numb.1.the second volume (friday, the 11th of july, 1679)-numb.47.the second volume (friday, the 28 of may, 1680); numb.1.the third volume (friday, the 4th of june, 1680)-numb.4.the third volume (friday, the 25th of june, 1680)	1678-1680	1
Weekly	 52.00	weekly	numb. 1 (begun to be published on tuesday the 3. of december, 1678. and thence to be continued)	1678	1
Weekly	 52.00	weekly	vol. liii. no. 2623. (monday, september 15, 1788)-	[1788-	1
Weekly	 52.00	weekly	number xlvii. (tuesday, may 10, 1768.)-number ccxviii. (or clxxii. of the continuation) (saturday, may 11, 1771.)	[1768-1771]	1
Weekly	 52.00	weekly	began in: july 1783.;-vol. liii. no. 2609. (monday, june 9, 1788.)	-[1788]	1
Weekly	 52.00	weekly	began in mar.? 1741; ceased in aug.? 1752	<1741-1752>	1
Weekly	 52.00	weekly	no. 13-14 (mercredi, 2 sept. 1778.)-;ceased with: v. 2, no. 22 (2 juin 1779)	[1778-1779]	1
Weekly	 52.00	weekly	number i. (saturday, january 18, 1755.)-number xxv. (saturday, july 5, 1755.)	[1755]	1
Weekly	 52.00	weekly	began in 1791, previous title still in use in april 1791. by 1797 title had become 'ayre's sunday gazette'	[1791]-	1
Weekly	 52.00	weekly	from sunday, april 27, to sunday, may 4, 1783-;ceased in 1791? by sunday august 14 1791 the title had changed to ayre's sunday london gazette	[1783-1791?]	1
Weekly	 52.00	weekly	no. 1 (mercredi, 2 juin 1778.)-;ceased with no. 12 (aug. 19, 1778)	[1778]	1
Weekly	 52.00	weekly	number i. (tuesday, february 2, 1796.)-;ceased in 1802	[1796]-	1
Weekly	 52.00	weekly	began: may, 1768.;-number xci. (saturday january 27th, 1770)	-1770	1
Weekly	 52.00	weekly	number i. (saturday, january 5, 1800)-number xxvi. (saturday, june 28, 1800)	1800]	1
Weekly	 52.00	weekly	no. 1. (wednesday, april 11, 1798.)-;ceased with no. 193 (23 dec. 1801)?	[1798-1801?]	1
Weekly	 52.00	weekly	number i. (thursday, january the 4th, 1753.)-number ccix. (thursday, december the 30th, 1756.)	[1753-1756]	1
Weekly	 52.00	weekly	no. i. (tuesday, february 3, 1784.)-no. xxv. (tuesday, january 17, 1786.)	[1784-1786]	1
Weekly	 52.00	weekly	numb. 2. (tuesday, february, 8. 1681.)-numb. 82. (tuesday, august 22. 1682.)	1681	1
Weekly	 52.00	weekly	no. 1 (sunday, may 1, 1796)-;ceased with 4 apr. 1896 issue	[1796-1896]	1
Weekly	 52.00	weekly	began in 1764? ceased in 1794?	[1764?-1794?]	1
Weekly	 52.00	weekly	numb. iii. (saturday, december 30, 1732.)-numb. ccccxliv. (saturday, june 27, 1741.)	[1732-1741]	1
